"","geoid","state.fips","county.fips","tract.fips","pct.1990"
"730","04013318600","04","013","318600",4.2
"731","04013318700","04","013","318700",0
"732","04013318700","04","013","318700",100
"733","04013318800","04","013","318800",100
"734","04013318900","04","013","318900",100
"735","04013319000","04","013","319000",100
"736","04013319100","04","013","319100",24
"737","04013319100","04","013","319100",76
"738","04013319200","04","013","319200",100
"739","04013319300","04","013","319300",100
"740","04013319401","04","013","319401",100
"741","04013319402","04","013","319402",100
"742","04013319403","04","013","319403",100
"743","04013319402","04","013","319402",0
"744","04013319404","04","013","319404",100
"745","04013422205","04","013","422205",0
"746","04013319500","04","013","319500",100
"747","04013319600","04","013","319600",100
"748","04013319702","04","013","319702",100
"749","04013319703","04","013","319703",0.7
"750","04013319703","04","013","319703",99.3
"751","04013319704","04","013","319704",100
"752","04013319800","04","013","319800",100
"753","04013319902","04","013","319902",100
"754","04013319903","04","013","319903",100
"755","04013319904","04","013","319904",100
"756","04013422212","04","013","422212",0.4
"757","04013319905","04","013","319905",100
"758","04013319906","04","013","319906",100
"759","04013319907","04","013","319907",27.8
"760","04013319908","04","013","319908",100
"761","04013319907","04","013","319907",28.2
"762","04013319907","04","013","319907",44
"763","04013320001","04","013","320001",50
"764","04013320002","04","013","320002",100
"765","04013320001","04","013","320001",50
"766","04013420101","04","013","420101",22.3
"767","04013420102","04","013","420102",100
"768","04013420103","04","013","420103",100
"769","04013420101","04","013","420101",18.8
"770","04013420101","04","013","420101",17.6
"771","04013420101","04","013","420101",41.3
"772","04013420202","04","013","420202",32.4
"773","04013420203","04","013","420203",100
"774","04013420204","04","013","420204",49.3
"775","04013420206","04","013","420206",36.1
"776","04013420206","04","013","420206",3.1
"777","04013420207","04","013","420207",100
"778","04013420202","04","013","420202",37.7
"779","04013420202","04","013","420202",29.8
"780","04013420204","04","013","420204",50.7
"781","04013420206","04","013","420206",36.6
"782","04013420206","04","013","420206",24.2
"783","04013420300","04","013","420300",18.3
"784","04013420300","04","013","420300",40.1
"785","04013420300","04","013","420300",33.1
"786","04013420300","04","013","420300",7.4
"787","04013020200","04","013","020200",0
"788","04013420300","04","013","420300",1.1
"789","04013420400","04","013","420400",100
"790","04013420501","04","013","420501",100
"791","04013420502","04","013","420502",100
"792","04013420602","04","013","420602",100
"793","04013420603","04","013","420603",100
"794","04013420604","04","013","420604",100
"795","04013420702","04","013","420702",100
"796","04013420703","04","013","420703",100
"797","04013420704","04","013","420704",43.9
"798","04013420704","04","013","420704",19.1
"799","04013420704","04","013","420704",37
"800","04013420800","04","013","420800",100
"801","04013420901","04","013","420901",100
"802","04013420902","04","013","420902",100
"803","04013421000","04","013","421000",100
"804","04013421101","04","013","421101",100
"805","04013421102","04","013","421102",100
"806","04013020200","04","013","020200",0
"807","04013318400","04","013","318400",0.4
"808","04013421201","04","013","421201",100
"809","04013421202","04","013","421202",100
"810","04013421301","04","013","421301",100
"811","04013421302","04","013","421302",100
"812","04013421400","04","013","421400",100
"813","04013421501","04","013","421501",100
"814","04013421502","04","013","421502",100
"815","04013421601","04","013","421601",100
"816","04013421602","04","013","421602",100
"817","04013421700","04","013","421700",100
"818","04013421801","04","013","421801",100
"819","04013421802","04","013","421802",100
"820","04013421901","04","013","421901",100
"821","04013421902","04","013","421902",100
"822","04013422001","04","013","422001",100
"823","04013422002","04","013","422002",100
"824","04013422102","04","013","422102",100
"825","04013422103","04","013","422103",54.7
"826","04013422104","04","013","422104",100
"827","04013422105","04","013","422105",100
"828","04013422106","04","013","422106",100
"829","04013422103","04","013","422103",45.3
"830","04013422203","04","013","422203",100
"831","04013422204","04","013","422204",100
"832","04013319402","04","013","319402",0
"833","04013422205","04","013","422205",100
"834","04013422209","04","013","422209",72.8
"835","04013422210","04","013","422210",64.4
"836","04013422211","04","013","422211",45.8
"837","04013422212","04","013","422212",99.6
"838","04013422213","04","013","422213",100
"839","04013422214","04","013","422214",100
"840","04013422215","04","013","422215",100
"841","04013422216","04","013","422216",100
"842","04013422217","04","013","422217",100
"843","04013422211","04","013","422211",54.2
"844","04013422210","04","013","422210",35.6
"845","04013422209","04","013","422209",27.2
"846","04013422301","04","013","422301",100
"847","04013422301","04","013","422301",0
"848","04013422302","04","013","422302",100
"849","04013422304","04","013","422304",13.2
"850","04013422305","04","013","422305",53
"851","04013422304","04","013","422304",39.9
"852","04013422304","04","013","422304",46.9
"853","04013422506","04","013","422506",0.2
"854","04013422305","04","013","422305",47
"855","04013422401","04","013","422401",36.2
"856","04013422402","04","013","422402",55
"857","04013422401","04","013","422401",63.8
"858","04013422402","04","013","422402",44.9
"859","04013422501","04","013","422501",100
"860","04013422502","04","013","422502",100
"861","04013422503","04","013","422503",100
"862","04013422504","04","013","422504",37.5
"863","04013422506","04","013","422506",58.7
"864","04013422507","04","013","422507",22
"865","04013422506","04","013","422506",41.1
"866","04013422402","04","013","422402",0.1
"867","04013422507","04","013","422507",26.5
"868","04013422507","04","013","422507",14.1
"869","04013422507","04","013","422507",12.8
"870","04013422507","04","013","422507",24.7
"871","04013422601","04","013","422601",0
"872","04013422504","04","013","422504",33.8
"873","04013422504","04","013","422504",28.8
"874","04013422601","04","013","422601",9.4
"875","04013422601","04","013","422601",11.6
"876","04013422603","04","013","422603",100
"877","04013422604","04","013","422604",100
"878","04013422605","04","013","422605",100
"879","04013422601","04","013","422601",8.6
"880","04013422607","04","013","422607",100
"881","04013422608","04","013","422608",94.2
"882","04013422604","04","013","422604",0
"883","04013422609","04","013","422609",100
"884","04013422610","04","013","422610",100
"885","04013422608","04","013","422608",5.8
"886","04013422611","04","013","422611",100
"887","04013422601","04","013","422601",12.2
"888","04013422601","04","013","422601",13.6
"889","04013422601","04","013","422601",6.2
"890","04013422601","04","013","422601",5.3
"891","04013422601","04","013","422601",14.7
"892","04013422601","04","013","422601",7.4
"893","04013422601","04","013","422601",11.1
"894","04013522703","04","013","522703",2.3
"895","04013522708","04","013","522708",100
"896","04013522709","04","013","522709",100
"897","04013522721","04","013","522721",0.2
"898","04013522711","04","013","522711",97.8
"899","04013522720","04","013","522720",1.6
"900","04013522712","04","013","522712",18
"901","04013522713","04","013","522713",100
"902","04013522714","04","013","522714",100
"903","04013522715","04","013","522715",100
"904","04013522716","04","013","522716",7.2
"905","04013522716","04","013","522716",18.3
"906","04013522717","04","013","522717",100
"907","04013522718","04","013","522718",64.8
"908","04013522703","04","013","522703",0
"909","04013522719","04","013","522719",45.3
"910","04013522711","04","013","522711",2.2
"911","04013522712","04","013","522712",0
"912","04013522720","04","013","522720",98.4
"913","04013522709","04","013","522709",0
"914","04013522721","04","013","522721",48.3
"915","04013522721","04","013","522721",51.4
"916","04013522710","04","013","522710",67.3
"917","04013522710","04","013","522710",32.7
"918","04013522712","04","013","522712",26
"919","04013522712","04","013","522712",55.9
"920","04013522718","04","013","522718",35.2
"921","04013522719","04","013","522719",54.7
"922","04013522715","04","013","522715",0
"923","04013522716","04","013","522716",25.5
"924","04013522716","04","013","522716",25.9
"925","04013522716","04","013","522716",12.6
"926","04013522708","04","013","522708",0
"927","04013522716","04","013","522716",10.6
"928","04013522703","04","013","522703",9.4
"929","04013522703","04","013","522703",5.6
"930","04013522703","04","013","522703",5.8
"931","04013522703","04","013","522703",7.8
"932","04013522703","04","013","522703",8.9
"933","04013522703","04","013","522703",7.6
"934","04013522703","04","013","522703",6.1
"935","04013522703","04","013","522703",12
"936","04013522703","04","013","522703",6.4
"937","04013522703","04","013","522703",9.6
"938","04013522703","04","013","522703",5.3
"939","04013522703","04","013","522703",7.1
"940","04013522703","04","013","522703",3.7
"941","04013522703","04","013","522703",1.3
"942","04013522703","04","013","522703",1
"943","04013522800","04","013","522800",100
"944","04013522901","04","013","522901",100
"945","04013522902","04","013","522902",100
"946","04013523002","04","013","523002",100
"947","04013523003","04","013","523003",100
"948","04013523005","04","013","523005",100
"949","04013523006","04","013","523006",100
"950","04013523102","04","013","523102",100
"951","04013523103","04","013","523103",100
"952","04013523104","04","013","523104",100
"953","04013050600","04","013","050600",0
"954","04013723300","04","013","723300",34.4
"955","04013050600","04","013","050600",0
"956","04013723300","04","013","723300",63.9
"957","04013723300","04","013","723300",1.7
"958","04013116601","04","013","116601",0
"959","04013623200","04","013","623200",98.6
"960","04013723300","04","013","723300",0
"961","04013623200","04","013","623200",1.4
"962","04015950300","04","015","950300",49
"963","04015952000","04","015","952000",30.1
"964","04015952100","04","015","952100",71.9
"965","04015950100","04","015","950100",100
"966","04015950300","04","015","950300",0
"967","04015950200","04","015","950200",100
"968","04015950300","04","015","950300",51
"969","04015950400","04","015","950400",100
"970","04015950800","04","015","950800",0.6
"971","04015950500","04","015","950500",99.9
"972","04015950600","04","015","950600",0
"973","04015951400","04","015","951400",0
"974","04015950500","04","015","950500",0.1
"975","04015950600","04","015","950600",100
"976","04015950900","04","015","950900",0
"977","04015951200","04","015","951200",67.5
"978","04015951300","04","015","951300",0
"979","04015950300","04","015","950300",0
"980","04015950700","04","015","950700",48.9
"981","04015950700","04","015","950700",51.1
"982","04015950800","04","015","950800",77.9
"983","04015951100","04","015","951100",0
"984","04015951200","04","015","951200",32.5
"985","04015951300","04","015","951300",100
"986","04015951400","04","015","951400",0.2
"987","04015952200","04","015","952200",100
"988","04015952300","04","015","952300",100
"989","04015950800","04","015","950800",5.3
"990","04015950900","04","015","950900",100
"991","04015950800","04","015","950800",0
"992","04015951000","04","015","951000",99.9
"993","04015951100","04","015","951100",0.3
"994","04015950800","04","015","950800",16.2
"995","04015951000","04","015","951000",0.1
"996","04015951100","04","015","951100",99.7
"997","04015951400","04","015","951400",99.8
"998","04015951400","04","015","951400",0
"999","04015951500","04","015","951500",99.8
"1000","04015952000","04","015","952000",0.2
"1001","04015951600","04","015","951600",100
"1002","04015951700","04","015","951700",100
"1003","04015951800","04","015","951800",1.1
"1004","04015951800","04","015","951800",98.9
"1005","04015951900","04","015","951900",100
"1006","04015952000","04","015","952000",0.4
"1007","04015951500","04","015","951500",0.2
"1008","04015952000","04","015","952000",69.3
"1009","04015952100","04","015","952100",28.1
"1010","04015952400","04","015","952400",100
"1011","04015952500","04","015","952500",100
"1012","04015952600","04","015","952600",100
"1013","04015952700","04","015","952700",100
"1014","04015952800","04","015","952800",100
"1015","04015952900","04","015","952900",100
"1016","04015953000","04","015","953000",100
"1017","04015953100","04","015","953100",100
"1018","04015953200","04","015","953200",100
"1019","04015953300","04","015","953300",100
"1020","04015952300","04","015","952300",0
"1021","04015953400","04","015","953400",100
"1022","04017961300","04","017","961300",0
"1023","04017961400","04","017","961400",0.1
"1024","04017966000","04","017","966000",32.5
"1025","04017966000","04","017","966000",67.2
"1026","04017965000","04","017","965000",57.9
"1027","04017965100","04","017","965100",100
"1028","04017965200","04","017","965200",28.6
"1029","04017965300","04","017","965300",45.2
"1030","04017967200","04","017","967200",0
"1031","04017967400","04","017","967400",0
"1032","04017965000","04","017","965000",42.1
"1033","04017965300","04","017","965300",54.8
"1034","04017965100","04","017","965100",0
"1035","04017967200","04","017","967200",100
"1036","04017967100","04","017","967100",100
"1037","04017967200","04","017","967200",0
"1038","04017967300","04","017","967300",0
"1039","04017967400","04","017","967400",0
"1040","04017967300","04","017","967300",100
"1041","04017965100","04","017","965100",0
"1042","04017965200","04","017","965200",71.4
"1043","04017967100","04","017","967100",0
"1044","04017967400","04","017","967400",100
"1045","04017967500","04","017","967500",6.3
"1046","04017967500","04","017","967500",93.7
"1047","04017967600","04","017","967600",100
"1048","04017960100","04","017","960100",100
"1049","04017960200","04","017","960200",100
"1050","04017960400","04","017","960400",100
"1051","04017960300","04","017","960300",100
"1052","04017960500","04","017","960500",100
"1053","04017960900","04","017","960900",0
"1054","04017960600","04","017","960600",100
"1055","04017960700","04","017","960700",100
"1056","04017960800","04","017","960800",100
"1057","04017961100","04","017","961100",0.8
"1058","04017960300","04","017","960300",0
"1059","04017960900","04","017","960900",100
"1060","04017961000","04","017","961000",2.7
"1061","04017960900","04","017","960900",0
"1062","04017961000","04","017","961000",97.3
"1063","04017960800","04","017","960800",0
"1064","04017961100","04","017","961100",99.2
"1065","04017961200","04","017","961200",0.2
"1066","04017961200","04","017","961200",99.8
"1067","04017961300","04","017","961300",0
"1068","04017961200","04","017","961200",0
"1069","04017961300","04","017","961300",100
"1070","04017966000","04","017","966000",0.2
"1071","04017961400","04","017","961400",99.9
"1072","04017966000","04","017","966000",0.1
"1073","04019000100","04","019","000100",100
"1074","04019001000","04","019","001000",0.1
"1075","04019000200","04","019","000200",100
"1076","04019000300","04","019","000300",100
"1077","04019000400","04","019","000400",100
"1078","04019000500","04","019","000500",100
"1079","04019000600","04","019","000600",100
"1080","04019000700","04","019","000700",100
"1081","04019000800","04","019","000800",0
"1082","04019000100","04","019","000100",0
"1083","04019000800","04","019","000800",100
"1084","04019002000","04","019","002000",0
"1085","04019000900","04","019","000900",100
"1086","04019001000","04","019","001000",99.9
"1087","04019001100","04","019","001100",100
"1088","04019001200","04","019","001200",100
"1089","04019001301","04","019","001301",100
"1090","04019001302","04","019","001302",100
"1091","04019001400","04","019","001400",100
"1092","04019001500","04","019","001500",100
"1093","04019001600","04","019","001600",100
"1094","04019001700","04","019","001700",100
"1095","04019001800","04","019","001800",100
"1096","04019001900","04","019","001900",100
"1097","04019002000","04","019","002000",100
"1098","04019002100","04","019","002100",100
"1099","04019003600","04","019","003600",0
"1100","04019002200","04","019","002200",100
"1101","04019002300","04","019","002300",100
"1102","04019002400","04","019","002400",100
"1103","04019002501","04","019","002501",100
"1104","04019002502","04","019","002502",20.2
"1105","04019002502","04","019","002502",21.2
"1106","04019002502","04","019","002502",28.7
"1107","04019002502","04","019","002502",29.9
"1108","04019001301","04","019","001301",0
"1109","04019002601","04","019","002601",100
"1110","04019002602","04","019","002602",100
"1111","04019002701","04","019","002701",100
"1112","04019002702","04","019","002702",100
"1113","04019002800","04","019","002800",28.9
"1114","04019002800","04","019","002800",46.4
"1115","04019002800","04","019","002800",24.3
"1116","04019002901","04","019","002901",100
"1117","04019002800","04","019","002800",0.4
"1118","04019002903","04","019","002903",100
"1119","04019002904","04","019","002904",100
"1120","04019003001","04","019","003001",100
"1121","04019003002","04","019","003002",100
"1122","04019003101","04","019","003101",100
"1123","04019003102","04","019","003102",100
"1124","04019003200","04","019","003200",100
"1125","04019003301","04","019","003301",100
"1126","04019003302","04","019","003302",100
"1127","04019003400","04","019","003400",100
"1128","04019003501","04","019","003501",100
"1129","04019003600","04","019","003600",0.7
"1130","04019003502","04","019","003502",100
"1131","04019003503","04","019","003503",100
"1132","04019003504","04","019","003504",100
"1133","04019002100","04","019","002100",0
"1134","04019003600","04","019","003600",99.3
"1135","04019003701","04","019","003701",100
"1136","04019003702","04","019","003702",100
"1137","04019003703","04","019","003703",44.9
"1138","04019003703","04","019","003703",55.1
"1139","04019003800","04","019","003800",44
"1140","04019003800","04","019","003800",56
"1141","04019003900","04","019","003900",27.4
"1142","04019003900","04","019","003900",34.7
"1143","04019003900","04","019","003900",37.9
"1144","04019004001","04","019","004001",100
"1145","04019004008","04","019","004008",100
"1146","04019004010","04","019","004010",100
"1147","04019004011","04","019","004011",100
"1148","04019004015","04","019","004015",100
"1149","04019004022","04","019","004022",100
"1150","04019004025","04","019","004025",100
"1151","04019004026","04","019","004026",100
"1152","04019004029","04","019","004029",100
"1153","04019004004","04","019","004004",21.1
"1154","04019004004","04","019","004004",41.9
"1155","04019004004","04","019","004004",37
"1156","04019004009","04","019","004009",52.4
"1157","04019004009","04","019","004009",47.6
"1158","04019004012","04","019","004012",53.5
"1159","04019004012","04","019","004012",46.5
"1160","04019004013","04","019","004013",50.4
"1161","04019004013","04","019","004013",49.6
"1162","04019004014","04","019","004014",25
"1163","04019004014","04","019","004014",75
"1164","04019004017","04","019","004017",6.8
"1165","04019004020","04","019","004020",0.9
"1166","04019004017","04","019","004017",29.9
"1167","04019004017","04","019","004017",23.9
"1168","04019004017","04","019","004017",26.1
"1169","04019004017","04","019","004017",13.4
"1170","04019004020","04","019","004020",58.3
"1171","04019004020","04","019","004020",40.8
"1172","04019004021","04","019","004021",63.9
"1173","04019004021","04","019","004021",36.1
"1174","04019004023","04","019","004023",28.6
"1175","04019004023","04","019","004023",71.4
"1176","04019004024","04","019","004024",16.6
"1177","04019004028","04","019","004028",0.2
"1178","04019004707","04","019","004707",0
"1179","04019004024","04","019","004024",32.4
"1180","04019004024","04","019","004024",17.1
"1181","04019004024","04","019","004024",33.9
"1182","04019004027","04","019","004027",30.1
"1183","04019004027","04","019","004027",69.9
"1184","04019004028","04","019","004028",20.8
"1185","04019004028","04","019","004028",15.9
"1186","04019004028","04","019","004028",53.3
"1187","04019004024","04","019","004024",0
"1188","04019004028","04","019","004028",9.7
"1189","04019004104","04","019","004104",100
"1190","04019004102","04","019","004102",21.2
"1191","04019004102","04","019","004102",35.1
"1192","04019004102","04","019","004102",13.9
"1193","04019004102","04","019","004102",10.9
"1194","04019004102","04","019","004102",18.9
"1195","04019004103","04","019","004103",30
"1196","04019004103","04","019","004103",46
"1197","04019004103","04","019","004103",24
"1198","04019004307","04","019","004307",100
"1199","04019004301","04","019","004301",11.5
"1200","04019004301","04","019","004301",33.8
"1201","04019004301","04","019","004301",54.8
"1202","04019004200","04","019","004200",0
"1203","04019004305","04","019","004305",25.9
"1204","04019004305","04","019","004305",19.8
"1205","04019004305","04","019","004305",33
"1206","04019004305","04","019","004305",21.3
"1207","04019004306","04","019","004306",37.5
"1208","04019004306","04","019","004306",62.5
"1209","04019004308","04","019","004308",40.4
"1210","04019004308","04","019","004308",27
"1211","04019004308","04","019","004308",0.2
"1212","04019004309","04","019","004309",42
"1213","04019004309","04","019","004309",58
"1214","04019004404","04","019","004404",100
"1215","04019004406","04","019","004406",0
"1216","04019004407","04","019","004407",100
"1217","04019004409","04","019","004409",100
"1218","04019004410","04","019","004410",100
"1219","04019004401","04","019","004401",23.8
"1220","04019004401","04","019","004401",18.2
"1221","04019004401","04","019","004401",24.1
"1222","04019004401","04","019","004401",21.8
"1223","04019004401","04","019","004401",12.2
"1224","04019004406","04","019","004406",45
"1225","04019004406","04","019","004406",40.9
"1226","04019004406","04","019","004406",14
"1227","04019004408","04","019","004408",67
"1228","04019004408","04","019","004408",33
"1229","04019004504","04","019","004504",100
"1230","04019004505","04","019","004505",100
"1231","04019004506","04","019","004506",100
"1232","04019004507","04","019","004507",100
"1233","04019004508","04","019","004508",100
"1234","04019004509","04","019","004509",100
"1235","04019004610","04","019","004610",100
"1236","04019004612","04","019","004612",100
"1237","04019004613","04","019","004613",100
"1238","04019004603","04","019","004603",50.7
"1239","04019004603","04","019","004603",49.3
"1240","04019004604","04","019","004604",28.8
"1241","04019004604","04","019","004604",34.7
"1242","04019004604","04","019","004604",36.5
"1243","04019004607","04","019","004607",34.2
"1244","04019004607","04","019","004607",16.9
"1245","04019004607","04","019","004607",18.4
"1246","04019004607","04","019","004607",30.5
"1247","04019004608","04","019","004608",47.6
"1248","04019004608","04","019","004608",52.4
"1249","04019004609","04","019","004609",19
"1250","04019004609","04","019","004609",33.8
"1251","04019004609","04","019","004609",32.4
"1252","04019004609","04","019","004609",14.8
"1253","04019004611","04","019","004611",18.5
"1254","04019004611","04","019","004611",3.7
"1255","04019004611","04","019","004611",9
"1256","04019004611","04","019","004611",6.1
"1257","04019004611","04","019","004611",6.7
"1258","04019004611","04","019","004611",2.5
"1259","04019004611","04","019","004611",10.6
"1260","04019004611","04","019","004611",13
"1261","04019004611","04","019","004611",22.3
"1262","04019004707","04","019","004707",7.6
"1263","04019004611","04","019","004611",5.3
"1264","04019004611","04","019","004611",2.2
"1265","04019004703","04","019","004703",100
"1266","04019004704","04","019","004704",38
"1267","04019004704","04","019","004704",33.6
"1268","04019004704","04","019","004704",28.3
"1269","04019004706","04","019","004706",37.5
"1270","04019004704","04","019","004704",0.1
"1271","04019004706","04","019","004706",62.5
"1272","04019004707","04","019","004707",50.6
"1273","04019004707","04","019","004707",41.8
"1274","04019004708","04","019","004708",19.4
"1275","04019004708","04","019","004708",23.1
"1276","04019004708","04","019","004708",57.5
"1277","04019004709","04","019","004709",10.1
"1278","04019004709","04","019","004709",20.7
"1279","04019004709","04","019","004709",18.7
"1280","04019004709","04","019","004709",34.2
"1281","04019004709","04","019","004709",16.3
"1282","04019004900","04","019","004900",24
"1283","04019004900","04","019","004900",76
"1284","04019005000","04","019","005000",100
"1285","04019004308","04","019","004308",32.3
"1286","04019004800","04","019","004800",16.7
"1287","04019004800","04","019","004800",20.3
"1288","04019004800","04","019","004800",63
"1289","04019004200","04","019","004200",100
"1290","04019004305","04","019","004305",0
"1291","04021000200","04","021","000200",32.2
"1292","04021000303","04","021","000303",0.1
"1293","04021000400","04","021","000400",0
"1294","04021000200","04","021","000200",65.3
"1295","04021000302","04","021","000302",0
"1296","04021000200","04","021","000200",2.5
"1297","04021000900","04","021","000900",0
"1298","04021000301","04","021","000301",100
"1299","04021000302","04","021","000302",0
"1300","04021000303","04","021","000303",99.9
"1301","04021000304","04","021","000304",100
"1302","04021000302","04","021","000302",50.7
"1303","04021000302","04","021","000302",49.3
"1304","04021000200","04","021","000200",0
"1305","04021000400","04","021","000400",100
"1306","04021000500","04","021","000500",100
"1307","04021000500","04","021","000500",0
"1308","04021000600","04","021","000600",63.3
"1309","04021000600","04","021","000600",36.7
"1310","04021000700","04","021","000700",100
"1311","04021000100","04","021","000100",0
"1312","04021000600","04","021","000600",0
"1313","04021000800","04","021","000800",100
"1314","04021001000","04","021","001000",0
"1315","04021002100","04","021","002100",0
"1316","04021000900","04","021","000900",100
"1317","04021001000","04","021","001000",100
"1318","04021001100","04","021","001100",100
"1319","04021001200","04","021","001200",100
"1320","04021001300","04","021","001300",26.4
"1321","04021001600","04","021","001600",0
"1322","04021000100","04","021","000100",0
"1323","04021001300","04","021","001300",73.6
"1324","04021001400","04","021","001400",44.6
"1325","04021001400","04","021","001400",55.4
"1326","04021001500","04","021","001500",100
"1327","04021001600","04","021","001600",100
"1328","04021001700","04","021","001700",100
"1329","04021001900","04","021","001900",100
"1330","04021002100","04","021","002100",0
"1331","04021002000","04","021","002000",100
"1332","04021002100","04","021","002100",100
"1333","04021000600","04","021","000600",0
"1334","04021001800","04","021","001800",100
"1335","04021000100","04","021","000100",0.7
"1336","04021000100","04","021","000100",32.8
"1337","04021000100","04","021","000100",66.5
"1338","04021001200","04","021","001200",0
"1339","04023996000","04","023","996000",100
"1340","04023996100","04","023","996100",0
"1341","04023996100","04","023","996100",13.4
"1342","04023996100","04","023","996100",86.4
"1343","04023996200","04","023","996200",0
"1344","04023996300","04","023","996300",0
"1345","04023996200","04","023","996200",100
"1346","04023996100","04","023","996100",0.2
"1347","04023996300","04","023","996300",100
"1348","04023996400","04","023","996400",42.2
"1349","04023996400","04","023","996400",57.8
"1350","04025000100","04","025","000100",99.8
"1351","04025000200","04","025","000200",0
"1352","04025000100","04","025","000100",0.2
"1353","04025000200","04","025","000200",63
"1354","04025001200","04","025","001200",0.1
"1355","04025000200","04","025","000200",35.7
"1356","04025000300","04","025","000300",0
"1357","04025000300","04","025","000300",99.8
"1358","04025000500","04","025","000500",0.3
"1359","04025001000","04","025","001000",0.4
"1360","04025000300","04","025","000300",0.2
"1361","04025000400","04","025","000400",99.8
"1362","04025000500","04","025","000500",0.1
"1363","04025000500","04","025","000500",99.7
"1364","04025000600","04","025","000600",0
"1365","04025000700","04","025","000700",0.1
"1366","04025000900","04","025","000900",0
"1367","04025000500","04","025","000500",0
"1368","04025000600","04","025","000600",34.7
"1369","04025000600","04","025","000600",41.8
"1370","04025000600","04","025","000600",23.5
"1371","04025000700","04","025","000700",99.5
"1372","04025001500","04","025","001500",0.2
"1373","04025000800","04","025","000800",58.8
"1374","04025000700","04","025","000700",0.2
"1375","04025000800","04","025","000800",41.2
"1376","04025000400","04","025","000400",0.2
"1377","04025000500","04","025","000500",0
"1378","04025000900","04","025","000900",100
"1379","04025001000","04","025","001000",99.6
"1380","04025001200","04","025","001200",0
"1381","04025001100","04","025","001100",50.5
"1382","04025001100","04","025","001100",49.5
"1383","04025000200","04","025","000200",1.3
"1384","04025001200","04","025","001200",99.9
"1385","04025001300","04","025","001300",100
"1386","04025001400","04","025","001400",0
"1387","04025001400","04","025","001400",100
"1388","04025000700","04","025","000700",0.2
"1389","04025001500","04","025","001500",99.8
"1390","04025001600","04","025","001600",100
"1391","04025001700","04","025","001700",100
"1392","04025002000","04","025","002000",3.5
"1393","04025001800","04","025","001800",100
"1394","04025001900","04","025","001900",0.1
"1395","04025001800","04","025","001800",0
"1396","04025001900","04","025","001900",99.9
"1397","04025002000","04","025","002000",1.1
"1398","04025001900","04","025","001900",0
"1399","04025002000","04","025","002000",95.4
"1400","04025000100","04","025","000100",0
"1401","04027000100","04","027","000100",100
"1402","04027000200","04","027","000200",100
"1403","04027000300","04","027","000300",5.8
"1404","04027000300","04","027","000300",42.1
"1405","04027000300","04","027","000300",51.6
"1406","04027000400","04","027","000400",63.1
"1407","04027000400","04","027","000400",36.9
"1408","04027000300","04","027","000300",0.5
"1409","04027000500","04","027","000500",100
"1410","04027000600","04","027","000600",100
"1411","04027000700","04","027","000700",100
"1412","04027000800","04","027","000800",100
"1413","04027000900","04","027","000900",20.6
"1414","04027000900","04","027","000900",16.8
"1415","04027000900","04","027","000900",19.6
"1416","04027000900","04","027","000900",42.9
"1417","04027001000","04","027","001000",0
"1418","04027000900","04","027","000900",0
"1419","04027001000","04","027","001000",100
"1420","04027001100","04","027","001100",100
"1421","04027001200","04","027","001200",100
"1422","04027001300","04","027","001300",0
"1423","04027001300","04","027","001300",100
"1424","04027010500","04","027","010500",100
"1425","04027010700","04","027","010700",100
"1426","04027010600","04","027","010600",100
"1427","04027010900","04","027","010900",44.9
"1428","04027010900","04","027","010900",55.1
"1429","04027011100","04","027","011100",0
"1430","04027011000","04","027","011000",100
"1431","04027010900","04","027","010900",0
"1432","04027011100","04","027","011100",27.7
"1433","04027011300","04","027","011300",54.5
"1434","04027011400","04","027","011400",0.2
"1435","04027011100","04","027","011100",34.7
"1436","04027011100","04","027","011100",37.6
"1437","04027011200","04","027","011200",100
"1438","04027011300","04","027","011300",0
"1439","04027011300","04","027","011300",45.5
"1440","04027011400","04","027","011400",53.2
"1441","04027011400","04","027","011400",46.5
"1442","04027011500","04","027","011500",18.2
"1443","04027011600","04","027","011600",17.6
"1444","04027011500","04","027","011500",81.8
"1445","04027011600","04","027","011600",0.1
"1446","04027011600","04","027","011600",82.3
